Gondi Word	Telugu Meaning
రూపం	ఆకృతి
రూపము నివ్డి కియ్వల్	రూపము కల్పన
రూప్	రూపం
రూసి	కత్తి
రెప్సె మా-	విరిగి పోయిన
రెండ్	రెండు
రెయ	తగ్గిపో
రెయ్వల్	దిగడం
రెయ్సి సొత్త	గర్భం దిగిపోయింది
రెహ	గియ్యి
రెహ్వల్	చిత్రించు
రేఙ	రేగుపండు
రేజర్ పత్తి	రేజర్ పత్తి
రేడు	రేడియో
రేంగ్-	విడుపు
రేల	రేల చెట్టు
రేల్ గాడి	రైలు బండి
రేస్క్-	అభిమాని
రొక్వల్	జీర్ణము అగుట
రొక్-	జీర్ణం
రొప్పొ	లోపల
రొప్పొడ బనిన్	లోపల బనీన్
రొబ్బ	రుబ్బు
రొబ్బె రోకల్	రుబ్బు రోలు
రొబ్బెకల్	రచ్చబండ
రొబ్వల్	రుబ్బుట
రొండి	తొడ
రొహ్డి	వనమూలిక చెట్టు
రొహ్వల్	పంపడం
రొహ్-	పంపించు
రొహి	దుప్పి
రోకల్	రోకలి
రోగ్	రోగి
రోగిత పుస్తక్	రోగం శాస్త్రం
రోజి	ప్రతిదినం
రోజిత పేపర్	దిన పత్రిక
రోజినయ్	ప్రతి రోజు
రోత్‌ లాసి	ఇంటి కోసం
రోతొర్	ఇంటి యజమాని
రోంజంత	ప్రతి ధ్వని వస్తుంది
రోంజ్-	చప్పుడు
రోప్	నారు
రోప్ ఉర్సవల్	నారు నాటడం
రోమ్	విశ్రాంతి
రోండ	కలుపు
రోమి (మర్ర)	విశ్రాంతి (చెట్టు)
రోస్క్-	నీలు విసరడం
లక లక	తళతళ
లక్ ఇర్ర	దూరంగా పెట్టు
లక్క	లక్క
లక్నల్	దూరం నుండి
లక్స	1,00,000
లక్సకియ్వక్	అలక్ష్యం
లక్సకియ్వల్	గురి
లగ్డి	లగ్నము
లగ్డిన దివొస్	పెళ్లి రోజు
లగ్నింగ్	లగ్నము
లగుత మయ్య	శక్తి
లజ్జ	సిగ్గు
లజ్జె మాయ్వల్	సిగ్గు పడడం
లట్క్‌నె	లటుక్కున
లట్టింగ్	జిడ్డుగా
లడెయ్	యుద్ధం
లంగ్	దూరము
లంగ్	బహిష్టు
లంగ్ ఆయ్వల్	నెలసరి
లంజె	లంజె
లంజె రాండె	లంజె బొడ్డి
లప్పంగి	అబద్దికుడు
లబడ్	అబద్దం
లబన్క్	లంబడి
లమ్గ	లవంగం
లమ్డల్	బంజారా
లంబొ	పొడవు
లయిన్	క్రమం
లయిన్తె	వరుసక్రమం
లరె	నలుబై
లరె అవ్ట్	నలభై ఎనిమిది
లరె ఉంది	నలభై ఒక్కటి
లరె నాలుంగ్	నలభై నాలుగు
లరె పీట్	నలభై తొమ్మిది
లరె మూంద్	నలభై మూడు
లరె యేడుంగ్	నలభై ఏడు
లరె రండ్	నలభై రెండు
లరె సారుంగ్	నలభై ఆరు
లరె సియుంగ్	నలభై ఐదు
లవ్వ లవ్వ	తొందర తొందరగా తినుట
లవ్వి జాడి	తుంగ దుస్తుల
లసుడ్క్	ఎల్లి గడలు
లసున్	ఎల్లిపాయ
లహ్క్ లహ్క్	పొడవు పొడువుగా
లహ్కి	తొందర
లాక్సి	తగిలి
లాక్సిమన్	కలిసి ఉండు
లాక్‌తప్నె	తాకినట్టు
లాగ్త	తగిలింది
లాగ్-	తగిలింది
లాటి	వెదురు బొంగు
లాడల్	పెళ్లి కోడుకు
లాడ్ కియ్వల్	ప్రేమ చూపడం
లాడ్క్‌యల్	ముద్దు బిడ్డ
లాడ్న	ప్రియంగా
లాడ్నె	ప్రేమగా
లాడి	పెండ్లి కూతురు
లాడి గోడితే మన్వల్	ప్రేమగా
లాత	కాలు దెబ్బ
లామ్ కీమ్	పొడుగ్గా చేయు
లాండి	పొట్టిగా
లాండిగల్	తోడేలు
లామ్‌ వాలె	పొడుగైనది
లామ్‌టాడ్వ	పొడవాటి దవడ
లారి	లారీ
లావి కియ్వల్	వేలాడదీయు
లావి కీ-	పెట్టుకోవడము
లాస్	నష్టం
లాసి	కొరకు
లిక్కన్	బలపం
లిప్పల్	మెత్తని
లిమ్ లొమ్ అయ్వల్	వేలాడడం
లింబు పండి	నిమ్మపండు
లింబు (మర్ర)	నిమ్మ (చెట్టు)
లిమ్‌ లొమ్ కీ-	వేలాడ దీయడం
లీడర్	నాయకుడు
లీమ్ (మర్ర)	వేప (చెట్టు)
లుద్దల్	మంచి
లుంగి	లుంగీ
లూటి కియ్వల్	దోపిడి
లూటి కీ-	దొంగిలించుట
లూన	మోటర్ సైకిల్
లెక్కంగ్ కియ్వల్	గుణించుట
లెక్-	లెక్క
లెటర్	ఉత్తరం
లెంగ్	రాగం
లెంగ్డల్	కుంటివాడు
లెండల్	మొండి తీరు
లెల్లెంజ్	చంద్రుడు
లెహ్డ దొస్వల్	ఎంగిలి అన్నం తినిపించుట
లెహ్మి	నగలు
లెహెంగ	సాడితున్ రోపో కెర్వల్
లెహెంగ్	పేలాలు
లేఙ్	గొంతు
లేడ్	తెల్లబట్ట
లేతొ	లేత
లేప్	పరుపు
లేండ్య (మర్ర)	మునగ చెట్టు
లేండి (మర్ర)	అల్లనేరేడు (చెట్టు)
లొడల్	పలుచని
లొద్ద పుడి	లద్దె పురుగు
లొద్ది	లోయ
లొంద్క	గుంత
లొంగ్వక్	లొంగి పోకుండా
లొల్లి కి-	చప్పుడు
లోకుర్	జనం
లోట పోఙంత	వరద పారుతుంది
లోడ	చేప పేరు
లోమె మా-	వ్రేలాడు
లోర	మాంసం
వొస్	దినము
వకిలు	న్యాయవాది
వకుత్	సమయం
వకుత్ (వక్త్)	సమయము
వక్తూన్-వక్త్	సమయమును-సమయం
వగ్గర్	వయసు బర్రె
వచ్చిసొత్త	ఎండి పోయింది
వజన్	బరువు
వట్క్-	దాహం
వట్ట	జగడం
వట్టియ్	అక్కర లేని
వట్టియ్ ఇన్	తిరస్కరించు
వట్టెడ	బటాని
వడ్ (మర్ర)	మరి చెట్టు
వడ్క్-	మాట్లాడు
వడ్క్‌వల్	ప్రసంగించుట
వడ్ఙ్	వేళ్ళు
వడ్డ	వీధి
వడ్-	కారుట
వడ్‌మర్ర సీర్క్	మర్రి ఊడలు
వడి	గాలి
వడి దూందడ్	తుఫాను
వడి నేకంత	గాలి చప్పుడు
వడియ	పొయ్యి
వడిసెల్వ	గాలి లేని
వడుస్	బిడ్డ కేకలు వెయ్యటం
వడుస్వల్	వాయించడం
వత్త	వాడిన
వత్తుసన	ఎండ పెట్టుట
వత్వల్	ఎండుట
వత్-	ఎండు
వతుస్వల్	ఎండబెట్టడం
వన్క్ జోమెమాత	వనుకు పుట్టింది
వంత్	వంతు
వంజి	వరి
వని కీసి	పొగడడం
వయవయ సొన్	వేగంగా వేళ్లు
వయ్	వెయ్యి
వయ్ జుంజుర్	దట్టమైన
వయ్దు	వైద్యుడు
వయ్నె	తొందరగా
వెయ్నె వెయ్నె	తొందర తొందర
వయ్నెఇర్ర	త్వరపెట్టు
వయ్నెసొన్	తొందర వెల్లు
వయ్య వయ్య	వేగంగా నడవడం
వయ్యుక్ సీ-	ఆవలింతలు
వయ్యుక్ సీ-	ఆవలించుట
వయ్‌కి	లక్ష
వయుక్ వాత	ఆవలింత వచ్చింది
వయుర్	తీగ
వర్టల్	చాకలి
వర్టె	చాకలి ఆమె
వర్ర సియ్యొ	దాటనియ్యదు
వర్వల్	ఎక్కు
వర్స	సంవత్సరము
వర్సమొల	అర్స మొలలు
వర్-	ఎక్కడం
వర్‌సోస్	ఒక రకమైన రోగం
వరిత	వంగిన
వరొనయ్	ఒంటరి
వరొయ్	ఒక్కమేనె
వరొర్	ఒక్కడు
వస్తు	వస్తువు
వసుల్ కీమ్	వసూలు చేయ్
వహ్చ్-	కాగించడము
వహ్డి కియ్-	వడ్డించడం
వహ్డియల్	వడ్డించేవాడు
వహ్త	ఈనింది
వహ్-	ఈను
వహి	వయసు
వ్యవహర్	వ్యవహారం
వాక్డల్	వంపు
వాక్డల్ సెల్వ	వంకర లేనిది
వాక్డియల్	వంకరగా
వాగ జోగి	క్రమ శిక్షణ
వాగటి	పులి మీసం
వాగ్ సెల్లె	పరివర్తన లేదు
వాగ్నుక్	ధోరణి
వాగ్నున్	పరివర్తన
వాగ్‌చెయ్న (వేలి)	ఒక రకమైనా తీగ
వాగెమాయ్	మంచి నడవడిక
వాఙంత	కారడం
వాఙ్-	కారుట
వాచి కీ-	చదవడము
వాజగాజత కుప్ప	సంగీతం వస్తువుల గుంపు
వాజా గాజ	భాజా భజంత్రీలు
వాట	పొయ్యి
వాటన	వెయ్యాలి
వాట్	వేయుము
వాట్త	వేసుకున్నా
వాట్ని	ఉచ్చ
వాట్వల్	వెయ్యడం
వాట్సి	పోసి
వాటి కియ్వల్	నూరుట
వాటి కి-	నూరుట
వాటొ	వెయ్యదు
వాడ్‌ సీమ్	పార వెయ్యి
వాడి	తోట
వాతద్	పరంపర
వాతం	వాతం
వాతి	వత్తి
వాతొర్	వచ్చాడు
వాద్రిపియ్త	చలి పుట్టింది
వాంత	వస్తుంది
వాన్ కీమ్ట్	సమర్థనం
వాంద్	కారణం
వాందె మా	అలవాటు అవ్వడం
వాపస్	వాపసు
వాప్	ఆవిరి
వాయర్	రావచ్చు
వాయిట్	చెడ్డ
వాయిట్న బుద్ది	చెడ్డవాడు భావన
వాయిద వాట్తెర్	వాయిదా వేయడం
వాయుస్వల్	రానివ్వడం
వార్ పియ్త	బీట
వార్ వార్	వారం వారం
వార్-	పాడుట
వారి	తీగ
వావ్టె	చేన్లొ
వావుర్	చేను
వాసంగ్	వాసాలు
వాసి	వచ్చి
వా-	రావాలి
వికటం దిస్వల్	చెడుగా కనిపించేది
విక్	విషము
విక్న తరస్	విష సర్పము
విక్ పగ్రెమాత	విషం వ్యాపించుట
విక్రి	విడగొట్టు
వికారం	చెడుగా
వికున్ వేస్న	విష పూరితమైన
విచర్	సమస్య
విచర్ కియ్వక్నె	అనాలోచితంగా
విచర్తె మన్వల్	ఇబ్బందిలో ఉండడం
విచ్ బొట్ (పిట్టె)	పిట్ట
విచ్కడ్ (మీన్)	చేప పేరు
విచ్చిసొ	పారిపో
విచ్రె మామ్	తెలుసుకో
విజ్జ	విత్తనము
విజ్జ వాట్-	విత్తనం విత్తుట
విట్టడ్	సూత్కం
విడ్క్‌వడ (పార్కత్)	విడాకులు
విడ్య	అరక లో విడ్య
విత్-	పరుగు పెడుతుంది
విద్రింగ్	విత్తనాలు వేసే టప్పుడు పూజ చేస్తారు
వినతి	మనవి
వియర్	చెత్త
వియ్యడ కుప్ప	చెత్త కుప్ప
వియ్-	విత్తడం
విలువ దొహ	విలువ కట్టడం
విలెకర్	విలేఖరి
విసం గాడి	గబ్బు వాసన
విసయ్	విషయం
విస్వల్	బంతి
విస్వస్	నమ్మకం
విస్-	జొన్నలు వేరు చేయడం
వీచ్	సమాది
వీచ్ డాగి	సమాది స్థలం
వీడ	దాటు
వీడాకివేలి	తమల పాకు
వీడుసీమ్	దాటించు
వీర్	వీరు
వీస	(20) ఇరువై
వీస్క్-	అందడము
వీస్క్‌వల్	లాగుకోవడం
వీస్కుడ్	మంటతో కూడిన కట్టె
వీస్-	అరుగు
వీసి	ఈగ
వీసొరంగ్	ఆయుధాలు
వెఙుర్ (మర్ర)	మునగ చెట్టు
వెచె వెచె	అల్లరి చేసేవాడు
వెట్టె	నృత్య వాయిద్య వస్తువు
వెడ్మ (మర్ర)	తిర్మన్ చెట్టు
వెడి-	నింపు
వెద్దుక్	వెదురు
వెంజెర్	నాలుక
వెయ్నెన్	వెంటనే
వెయ్లొ	పెండ్లం
వెర్కడ్	పిల్లి
వెర్చె	చమటకాయ
వెర్తల్	చుట్టం
వెర్తలిర్	చుట్టాలు
వెర్రె	భయం
వెర్రె పీ	బెదిరించింది
వెర్రె కొండల్	పిరికివాడు
వెర్రెతె పిస్వల్	భయంతో జీవించడం
వెర్స్-	కాల్చుట
వెరిత	కలత పడింది
వెరితొన్	కలత చెందాను
వెరినల్	గంభీర్యంగా
వెరివక్	ధైర్యంగా
వెరివల్	పిరికి
వెరిసి	గాబరా
వెరుస్-	బెదిరించే
వెరు సియ్వల్	బెదిరింపు
వెల్కడ్ సాంగ్త	వంశము సాగడం
వెల్కి (మర్ర)	మునగ చెట్టు
వెల్తెర్	మునగ చెట్టు
వెల్లె	చాలా
వెల్లె ఆమ్	ఎక్కు అవుట
వెల్లె కరెమాత	బాగా తెలిసిన
వెల్లె కారి-	ఎక్కువ నల్లగా
వెలిలె	పర్యటన
వెలిసి సూడ్వల్	తిరిగి చూచుట
వెలుం పెత్తె	చెదలు చీమ
వెహ తొహ	సలహా ఇవ్వడం
వెహ్త	చెప్పిన
వెహ్మ	చెప్పకు
వెహ్-	చెప్పండి
వేగ్రొ (వెగొర)	వేరుగా ఉండడం
వేగొర	వేరు
వేట్	అంచు
వేడ	పెరడు
వేడ్చి	వెలుతురు
వేత-	ఉడికింది
వేన	ఇతని
వేనింగ్	జడలు
వేమ్	కాలు
వేయ్	వాతం
వేయ్వల్	కాలిపోవడం
వేర్	ఇతడు
వేర్ని	మట్టి పల్లెం
వేరి	దాకా
వేలడ్	రాణి
వేలి ఇట్త	పాము కుట్టుట
వేలి ఊమ్వల్	పాము కుట్టినది
వేలి సాంగ్త	వంశము సాగింది
వేలింగ్	తీగలు
వేలిమాటింగ్	తీగ దుంపలు
వేస్న	పోలిన
వేస్-	కప్పుట
వేసుని	ముక్కు తాడు
వొజ్జె	మోపు
వొజికియ్వల్	ఏర్పరచిన
వొడ్	ఒడ్డు
వొడ్క కియ్వడ్‌ మొడి	గుర్తించ దగిన
వొడ్కి	పరిచయం
వొడ్కితొర్	తెలిసినవాడు
వొడుంగ్-	ఒలవడం
వొద్రె మాయ్వల్	కూలీ పోయిన
వొప్ కీమ్	సహించు
వొప్కె పియ్వల్	ఓపికపట్టడం
వొప్నల్	ఒప్పుకోతగిన
వొప్పుస	ఒప్పించు
వొమ్వల్	విక్రయం
వొమ్వల్ వాలె	అమ్మేవాడు
వొర్కె	ప్రక్కకు
వొర్చి కీమ్	ఓర్చుకోవడం
వొర్తెకె నాంద్	పేలుడు ధ్వని
వొర్సొనె	ఒకే సారి
వొల్	దాగుట
వొల్సి	దాక్కొని
వొహ	పేల్చు
వొహొ	పాలు గ్రంధి
వొహొ కీత	పాలు పెరిగినాయి
వోక్ర	వాంతి
వోటి తేండ్వల్	వోడి తీయుట
వోటితె	దత్తత తీసుకో
వోటు	ఓటు
వోడ	దీపం పెట్టె వోడ
వోడ్వల్	అర వేయు
వోడు సీ-	పొట్టు తీయడం
వోతడ్	స్త్రీ
వోదల్ ఆ-	వదులవడం
వోందల్	జాతి పేరు
వోన	అతని
వోన వోర్-	అతని అంతట అతను
వోన సారిమత్త	అతని రొట్టె ఉండే
వోప	మడి
వోపంగ్	మళ్ళు
వోండి	మీగడ; వెన్న:
వోమ్-	అమ్మడం
వోయ్వల్	రవాణా
వోర్	అతను
వోర్త	పేలుడు
వోర్-	పగిలింది
వోరి	వరుస క్రమం
వోస్రి	వసరా
వోహ్త	పలిగింది
వో-	తీసుకు పోవడం
సక్కెడ	ప్రొద్దున
సక్రె	ప్రొద్దున
సగబుగ	ఇటు అటు దిక్కులు చూచుట
సగ్గ	గోత్రం
సగ్లల్	సడ్డకుడు
సగున్	తుమ్ము
సగున్ సారింగ్	పెళ్లి చూపులకు చేసే రొట్టెలు
సఙి	మేన మామ కొడుకు
సఙొ	మేన మామ కూతురు
సట్టి (మహ్న)	డిసెంబర్
సటి	జనవరి
సడ	వాసలు
సడ	పగ్గము తాడు
సడక్న కచ్డ వాడ్‌ సియ్యె	రోడ్ల చెత్త వేసేవాడు
సడపి	పెండ
సడ	అలుకుతా నీరు
సడపి పుడి	పెండ పురుగు
సడయ్ డారి	సెనగ పప్పు
సడయి బాజి	చెనగ కూర
సడయింగ్	చెనగలు
సడ్	పండుగ
సడ్కల్	నిలువు
సడ్కల్‌ గీతొ	సరళ రేఖతో
సడ్-	కారడం
సడె	అల్లుడు
సడె మర్రి	అక్క కొడుకు
సడె మా-	కుళ్ళిపోవు
సడెమాత	రాలి పోవుట
సత్	నిజం
సత్ బుద్దివాలె	మంచి బుద్ధి గలవాడు
సత్తి కియ్వల్	సతాయించు
సత్తి పేన్	దేవుని పేరు
సత్తె వచ్చన్	నిజమైన వాక్యము
సత్తె వతి	నిజాయితీ పరురాలు
సత్పురుసల్	సత్యవంతుడు
సన్	పండుగ
సంకట్	సంఘటన
సంతర్	నారింజ
సంతర్ (మర్ర)	నారింజ చెట్టు
సంద్	సందు
సంగ్	తోడు
సంగ్డి	వేటాడు
సందితగ	సందులలో
సంజీకీసి	సముదాయించి
సందొక	పెట్టె
సన్‌సుమ్	చప్పుడు లేకుండ
సనివార్	శనివారము
సపక్ (సపోక)	చేప పొలుసు
సపయ్	సారవంతమైన
సపసిప్ప	తొందర తొందర
సప్నతె దిస్వల్	కలలో కన్పించుట
సప్నె కామ్	అత్యవసర గురించి
సప్నె దురియ	లటక్కున దూర్చు
సప్నెసొ	వెంటనే వెల్లిపో
సప్రి	చప్రి
సపుర్	సన్నము
సపొట (మర్ర)	సపోట (చెట్టు)
సపొట్	సహాయంగా
సబ్బల్	గడ్డపార
సబ్బుడ్	గట్టిగా
సబ్బుడ్ ఉర్ఙికియ్వల్	గట్టిగా కౌగిలించు
సబాస్	మంచి
సమ్జి	సంజాయించు
సమ్జీ కీ-	నచ్చజెప్పు
సమ్జె మా-	అవగతం చేసుకున్న
సమ్ది	మొత్తం
సమ్దిన్ ఆక్రి	చిట్టచివరి
సమ్దిన్ డగుర్	అన్నింటి కన్నా పెద్దది
సమ్దిర్	అందరు
సమ్దిర్ నడ్డుమ్	అందరి నడుమ
సమ్దిరొర్	అందరివాడు
సమ్దుర్	సముద్రము
సమ్దుర్‌కాట్	సముద్ర తీరం
సమ్దొ	పూర్తి
సమ్దొ జగ్	పూర్తి ప్రపంచం
సమ్దొ జాగంగ్	అన్ని చోట్ల
సమ్దొయ్	సంపూర్ణమైన
సంబంద్ సెల్లె	సంబంధం లేని
సమ్మర్	కొత్తిమీరు
సమ్య	దీప స్తంభం
సంసార్	సంసారం
సమజ్ వాలె	ఓర్పు గల
సమడ్ కీమ్	బల పరుచు
సమడ్‌ కీత	మైదానంగా చేసింది
సమడ్‌ఆత	సమానంగా
సమర్ పాల	కొత్తిమీర
సమొక	మునగ చెట్టు
సయ్ కర్స్‌వల్	కోతికొమ్మచ్చి
సయ్‌గరె	యాభై
సయ్‌గరె అవ్ట్	యాభై ఎనిమిది
సయ్‌గరె ఉంది	యాభై ఒక్కటి
సయ్‌గరె నాలుంగ్	యాభై నాలుగు
సయ్‌గరె పీట్	యాభై తొమ్మిది
సయ్‌గరె మూంద్	యాభై మూడు
సయ్‌గరె యేడుంగ్	యాభై ఏడు
సయ్‌గరె రండ్	యాభై రెండు
సయ్‌గరె సారుంగ్	యాభై ఆరు
సయ్‌గరె సియుంగ్	యాభై ఐదు
సరం సెల్లె	సిగ్గు లేదు
సరముండి	సిగ్గు లేనివాడు
సర్క	జరుగు
సర్కర్	సర్కార్
సర్కర్‌త హాక్	సర్కార్ అధికారి
సర్కే మా-	జరిగి పోయింది
సర్త	చింపుట
సర్త లెంగ్	పగిలిన రాగము
సర్త్	ఒప్పందం
సర్దె సూడ్వల్	మార్గంలో చూడడం
సర్నె సొన్వల్	ఝల్లుమని బయలుదేరు
సర్య	అల్లటం
సర్రి	హారం
సర్వ	మిగులు
సరి	మార్గము
సరి తాక్-	బాటసారి
సరి సూడ్-	ఎదురు చూచుట
సరి వెహ	దారి చెప్పు
సరి సూడ్తొన్	ఎదురు చూసాను
సరిత	అల్లడం
సరిత్ నడ్డుమ్	దారి నడుమలో
సరిత్ పొర్రొ	దారిలో పైకి
సరితొహే	దారి చూపేది
సరింగ్ అవ్వల్	మార్గాలు దాటడం
సరింగి	వాయిద్య పరికరం
సరిసూడ్వక్	దారి చూడకుండా
సరి-	అల్లు
సరు కీమ్	అనుమతించు
సరున్	శ్మశానం
సరుసి	చింపి
సరె	ఇరవై
సరె అవ్ట్	ఇరవై ఎనిమిది
సరె ఉంది	ఇరవై ఒక్కటి
సరె నాలుంగ్	ఇరవై నాలుగు
సరె పీట్	ఇరవై తొమ్మిది
సరె మూంద్	ఇరువై మూడు
సరె యేడుంగ్	ఇరువై ఏడు
సరె రండ్	ఇరువై రెండు
సరె సారుంగ్	ఇరువై ఆరు
సరె సియుంగ్	ఇరువై ఐదు
సలల ఇంత	సలసల మరుగుతుంది
సల్లె	దేవ ప్రతిమ
సవతి బాయ్కొ	రెండవ పెండ్లం
సవతి మూంద్	పెనిమిటికి ముగ్గురు పెళ్లాలు
సవతి రండ్	పెనిమిటికి రెండు పెళ్లాలు
సవద్	రుచి
సవరి (మర్ర)	మునగ చెట్టు
సవల్	ప్రశ్న
సవ్రి కియ్వల్	తయారు చెయ్యి
సవ్రి కీ-	తయారు చేయు
సవ్రే-మా-	తయారవు
సవ్రె	ముస్తాబు
సవ్రె మాయ్వల్	తయారు కావడం
సవ్రెమామ్	తయారగు
సవ్లత్	సౌకర్యం
సవ్లత్ సెల్వ	అసౌకర్యం
సవ్వ	పావు
సవ్వద్న	రుచికరమైన
సవ్వి	మాంసము
సవ్విటుక్డె	మాంసపు ముక్క
సవ్విత అంగుర్ పండి	పుల్లని ద్రాక్ష పండు
సవ్వితెల్త	కండరము తేలింది
సవిత	పులుపు
సవెయ్	వడ్డీ
సస్తొ	సులువైన
సస్తొతె	అనుకూలమైన
సహయ్	సహాయం
స్వబావ్	రూపురేఖ
స్వర్గ	స్వర్గం
స్వాతంత్ర్యం వాత	స్వాతంత్ర్యం పొందిన
సాకలి	గొల్సు
సాక్రి	గొలుసు
సాకుర్	చక్కెర
సాఙ సియ్వల్	సాగింప చెయ్యడం
సాఙుసిమ్	సాగదియ్
సాట	బండి చాట
సాట్	(60) అరవై
సాడత పొరొల్	బడి పేరు
సాడి	చీర
సాత	చని పోయింది
సాత్‌ సియ్వల్	సహాయపడె వాడు
సాతి	రొమ్ము
సాతొన యేంద్వల్	దహనం చేసేటప్పుడు నృత్యం
సాతొర్	మరణించు
సాదరన్	సామాన్యంగా
సాదర్	సామాన్య
సాదల్ వాలె	సామాన్యమైన
సాదలిక్	సామాన్య
సాద్రల్	సుందరంగా
సాద్రి	మంచిగా
సాద్వల్	కాయ
సాద్-	కాయడం
సాది కీమ్	కొట్టడం
సాదించ	చేయుము
సాంచ్	అవకాశం
సాంత్ కీమ్	సాంతి యుత పరుచు
సాంత్ఇర్ర	ఆనంద పెట్టు
సాంత్న	నిర్మలమైన
సాంత్నెమన్వల్	శాంతితో ఉండడం
సాంగ్-	సాగడం
సాంతి	ఓర్పు
సాంతి సెల్వ	మనశ్శాంతి లేని
సాన గడ్డ	ఒక రకమైన గడ్డ
సాన పాట	చనిపోయినప్పుడు పాడుతారు
సాన పూజ	చనిపోయినవారి పూజ
సాన మక్కె	అడవి మొక్కజొన్న
సానల్	మృతుడు
సానె	మృతురాలు
సాపంగ్	వంకాయలు
సాప్	ముల్లు
సాప్ కీ-	బాగుపరుచు
సాప్ సపయ్ కీ	పరి బాగుపరుచుట
సాప్డి కీ-	దొరక పట్టుట
సాప్డె-మా-	దొరికింది
సాప్డె మాత	దొరికింది
సాప్‌ కీమ్	బాగుపరుచు
సాపెన	శపించు
సాబున్	సబ్బు
సామ్	చనిపో
సాండియల్	నంది లాంటి వాడు
సామ	కొర్రలు
సామన్ నడ్డుమ్	వస్తువుల మధ్య
సామను కోలి	సామాను గది
సాయన్ లాసి	చావడానికి
సాయ్	సిర
సాయ్బల్	మొగడు
సాయ్మన్	ఇల్లు ముందు
సాయ్వల్	చని పోవడం
సాయ్‌లెన్‌ గిర్	చావుకైన
సార ఆయ్వల్	వరుసగా
సార సార	సవ్యంగా
సార్కితెర్	పంపించారు
సార్ని	వరుసగా
సార్‌ మేడి	జిల్లా అధ్యక్షుడు
సారి	రొట్టె
సారి కియ్-	పంపి వెయ్యి
సారితిహ	రొట్టె తినిపించు
సారుంగ్	ఆరు
సార్విర్	ఆరుగురు
సారువ	తాపీ
సారె సారె	క్రమము
సాల్	సంవత్సరము
సాలి	ప్రతి సంవత్సరము
సాలె (మర్ర)	అందుక చెట్టు
సాలెత బొమ్మ	అందరూ చెట్టు బొమ్మ
సావ్లి	నీడ
సావ్‌ కారల్	యజమాని
సాస్త్రమ్	శాస్త్రము
సాసి తెద్వల్	చావు నుండి బయట పడడం
సాసి నెండ్తొర్	పునర్జన్మ
సా-	చావడం
సాతొర్	మరణించాడు
సికటి	చీకటి
సికటితె	చీకటిలో
సికర్	వేట
సికర్ కి-	వేటాడడం
సికరి	వేటాడు
సిక్క	ఉట్టి
సిక్క నోడె	తాడు
సిక్స	శిక్ష
సిక్సన్	శిక్షణ
సిఙర్	పచ్చబొట్టు
సిటుక్నె పల్క్	కొక్కిలి దంతములు
సిడయ్తొర్	తూర్పు దిక్కు వాడు
సిడయింగ్	తూర్పు దిక్కు
సిడ్కంత	చినుకులు పడుతున్నాయి
సిడ్క్-	చినుకులు వచ్చుట
సిడొ యేర్	నిన్నటి నీళ్ళు
సిడొపొరొ	ఒక్క దాని మీద ఒక్కటి
సితపడ్ (మర్ర)	సీతాఫలం (చెట్టు)
సితప్ కరెమాంత	ఇచ్చేట్లు కనిపిస్తుంది
సిత్త జొమ్మొ	పులుసు
సిత్త (మర్ర)	చింత (చెట్టు)
సిత్రి	గుల్ల
సిత్రి (మర్ర)	మునగ చెట్టు
సితుర్	చల్లని
సితుర్ ఆ-	చల్లబడింది
సితులి (మర్ర)	మునగ చెట్టు
సిదయ్ సొన్వల్	నిటారుగా వెల్లడం
సిన్నూం	కడియం
సింగర్	పచ్చబొట్టు
సింగల్ బోండె	పాడు బొడ్డిది
సింగ్రె మాసి	తయారు అయి
సినిమ	చలన చిత్రం
సిబ్బి	గుమ్మి
సిమ్గ	హోళీ
సియ్మ	ఇవ్వకు
సియ్యుంగ్	(05) ఐదు
సియ్విర్	ఐదుగురు
సియ్వడ	చెల్లించవలసిన
సియ్వల్	చెల్లించడం
సియొన్	ఇవ్వని
సిర్డల్	కోపంగల
సిర్డియల్	కోపం గలవాడు
సిర్డుంమర్ర	మునగ చెట్టు
సిర్న	గంటలు
సిర్పుట్ (జాడి)	గడ్డి
సిర్మిందింగ్	అవమానించు
సిర్ముట్	చుట్టు
సిరిప్	కేవలం
సిరుమ్	తిమ్మిరి
సిరులి	దూల గొండి
సిల్కత యేర్	వాగు నీరు
సిల్పం	శిల్పం
సివ	పొలిమేర
సివ్లింగ్	పెదవులు
సివొడ	కాడి కనలు
సిస్యల్	శిష్యుడు
సిసుడి	కోతి తనం
సీకరి వెలియె	వేటకాడు
సీటి	ఈల
సీటె	తోడుక
సీతప్	ఇచ్చినట్టు
సీతబతల్	ఇచ్చింది ఏమిటి?
సీద	నేరుగా
సీన్క	ఈనె
సీంగ్	కొమ్ము
సీంది కల్	ఈత కల్లు
సీందెర్	సంరాలు
సీపి	దర్జి
సీపి	అలు చిప్ప
సీమ్	ఇవ్వు
సీయ్-	ఊడ్చుట
సీర	నరము
సీర్	వేరు
సీర్	పేండ్లు
సీర్క్‌నె కీ-	ఎగపీల్చు
సీల్క	చిన్న కాలువ
సీస	సీసా
సీస్రి	ఈల
సీ-	ఇవ్వు
సుకం	ఆరోగ్యం
సుకమ్నె	ఆనందంగా
సుక్ దుక్	సుఖదు:ఖాలు
సుక్కుడ్	అన్నం కలిపే కట్టె
సుక్కుం	చుక్క
సుక్కుం పెల్క్‌వల్	తోక చుక్క
సుక్నె	ఆరోగ్యంగా
