Gondi Word	Telugu Meaning
గోంజి కియ్	చెరుగుట
గోంగొర (పుడి)	గొంగళి పురుగు
గోనడి (జాడి)	ఒక రకమైన గడ్డి
గోపెర	సాలె పురుగు
గోపెర (పీటె)	సాలె పిట్ట
గోబె	గోబి
పాన్ గోబె	ఆకు గోబి
గోమెర	పిడక
గోయ్లల్	గుండ్రంగా
గోల్	గుండ్రటి
గోల్‌సాడి	చీర
గోలి	గోళీ
గోలి కీమ్	ముద్ద చేయు
గోవుర్‌దన్ గోటం	పెళ్లిళ్లు చేసే చోటు
గోసతె	శిక్ష పడు
చక్కార్ వా-	తలతిరగడం
చక్కి	గిర్ని
చక్నర్ మాటి	రత్నపురి గడ్డ
చక్నె	నిర్మలమైన
చకిన్ కియ్వల్	పర్యవేక్షించు
చచ్చొల	పూర్తిగా
చట్టం	చట్టం
చడ్డ చడ్డ	స్పష్టంగా
చడ్డి	చడ్డీలు
చడి కీ-	ఎగరవెయ్యి
చతుర్ మన్వల్	తెలివిగా/ జాగ్రత్తగా
చంది	సామాను
చంచి	సంచి
చంచి కీ-	సర్దడం
చంచె మాతొర్	బాగుపడ్డాడు
చందొడ	ఎర
చప్డి	చప్పగా
చప్పుడ్	చప్పుడు
చప్రి కీ-	చప్పరించడం
చపేట	వెడల్పు
చబుక్నె	నెమ్మదిగా
చమ్చ	తీయడం
చమ్చమెన్ సాకుర్	చంచా నిండ చక్కెర
చండ్కె	నేత కాని ఆమె
చంబరల్	చెప్పులు చేసేవాడు
చంబరె	చెప్పులు కుట్టే వాని భార్య
చంబు	గ్లాసు
చంపొ పుఙర్	సంపెగ
చయిన్ సెల్వ	అనారోగ్యంగా ఉన్న
చర్న	చరణం
చర్వి	చిన్న బిందె
చల్ప బండ	చలప రాయి
చవ్కి	చౌకీదారు
చవ్రంగ్	దేవుని గద్దె
చహ పత్తి	తేయాకు పొడి
చహ బాజి	ఆకు కూర
చహ్క్	ముళ్లు
చహ్డింగ్	చాడీలు
చహ్డియల్	నిందలు వేసేవాడు
చహుర్	గోవులతోక వెంట్రుకలు
చాకు	కత్తి
చాచ్‌ గోయిందల్ (పిట్టె)	పక్షి పేరు
చాచుడింగ్	తెరలు తెరలు
చాట్	కమ్చీ
చాటి	వాయిద్యములో శబ్దం వచ్చే భాగం
చాడ్ని	జల్లెడ పట్టడానికి
చాంగ్లొ	మంచిది
చాంది	వెండి
చాప్ర	చాప
చాపి కియ్వల్	ముద్రణ
చాయ్‌చల్	ఉషారుగా
చారొ	పశుగ్రాసం
చాలక్	తెలివిగా/ జాగ్రత్తగా
చాలకి	చురుకైన
చాల్	తీరు
చాహ్-	చాపడం
చిక్కల్	చుంచెలుక
చిక్టల్	లోభి
చిక్ల	బురద
చిచ్చల్ బొట్ట	చిన్న వేలు
చిట పొట	మూర్చ
చిట్క్ చొట్క్	చిటపట
చిట్కి కీ-	చిటికలు వెయ్యడం
చిట్టి	ఉత్తరం
చిట్టె	చిట్టెడు
చిత్తమ్	ఆలోచన
చిత్రన్ కీమ్	చిత్రించు
చింత	విచారకరమైన
చింద వంద	చిందటం
చిప్ టుండ్-	అతికించుట
చిప్డి	కంటి ఊసులు
చిప్నె కీ-	కౌగిలించుట
చిపొట	పాసెం కాయ
చిమ్కి	చిటికెడు
చిమ్ట	శ్రవణం/పట్టుకారు
చిమ్ని	దీపము
చిరచిర పేల్క్‌వల్	నీళ్ల విరేచనాలు
చిర్కల్	కీచురాయి
చిర్క్‌నె	పూర్తిగా
చిర్రల్	తామర
చిర్రల్	కీట్కుర్
చిలటి (మర్ర)	చిలటి చెట్టు
చిల్కె	పూర్తి
చిల్కె ఆ-	మొత్తం అయింది
చిల్కొలటింగ్	ఆట
చిల్మి	గొట్టం
చిల్లర్	చిల్లర
చిల్లల్	హరితము
చిలిమ్	గంజాయి త్రాగే గొట్టము
చిలుమ్ పియ్-	త్రుప్పు పట్టింది
చిలుమ్‌ పియ్త	తుప్పుపట్టింది
చిహ చిహ కవ్-	ముసిముసి నవ్వు
చిహ్డి కియ్వల్	ఎగతాళి చేయు
చీకివాత తోడి	బంకమట్టి
చీచె	పిందె
చీచొక	చింత గింజ
చీచొర బండ	రాయి
చీజ్	వస్తువు
చీతకి	బంగారపు పట్టి
చీతడ్	చిరుతపులి
చీప	బద్ద
చీర్నంగ్	చిన్నగంటలు
చీర్ని	చిన్న ఉలి
చీరిత	చీల్చిన
చీల	కొయ్య చీల
చీల వాట	గడియ వేయి
చుక్క	బిందువులు
చుక్కి ఆత	తప్పు అయింది
చుక్కొ	దురదృష్టం
చుక్డ (జాడి)	ఒకరకమైన గడ్డి
చుక్డియల్	పని దొంగ
చుక్‌చుకె మా-	పశ్చాత్తాప పడడం
చుచ్చి బాజి	ఆకు కూర
చుట్క్‌నె సో	తక్షణం పో
చుట్టఆకి	తునికి ఆకు
చుట్టల్క్	చుట్టాలు
చుడ్‌బుడ్కల్	తుంటరివాడు
చుడుర్	సూక్ష్మ
చుడుర్ జీవ	చిన్న ప్రాణం
చుడుర్ పిర్-	చిన్న వర్షం
చుడుర్ పొద్దుర్	చిన్న ప్రేగు
చుడురె	చిన్న
చున్న	సున్నము
చుమ్మర్	బరువు ఎత్తుటకు చుట్ట చెయ్
చుయ ముయ	గప్ చుప్
చుయ్ ముయ్ ఆ-	ఏదో రకంగా
చురి కీ-	నలుపడం
చులబుల	మసలుట
చుహ్క్-	చప్పరించుట
చుహ్డియల్	తిండిపోతు
చూచొ	సుల్లి
చూన్	పిట్ల
చెక్కంగ్	చెక్కలు
చెక్వల్	చెక్కటం
చెచరల్	సిగ్గు శరం లేని
చెత్	పీనుగు
చెదెవెదె	శిథిలావస్థ
చెన్ని	ఛానల్
చెందవెంద మన్వల్	ముక్కలుముక్కలుగా ఉండే
చెంగుల్క్	కుచ్చులు
చెప్టల్	వెడల్పు
చెప్టె మా-	చిక్కు
చెప్పుల్	చెప్పులు
చెండు	బంతి
చెమ పాత	తడి రావడం
చెర్కి	సందు
చెర్చ	చర్చ
చెర్చొండ	అందంగా కనిపించాలని అమ్మాయి జడ వేసుకుంది
చెల్క బొమ్మి	ఇసుక భూమి
చెల్మె	చెలమ
చెల్లల్	సేవకుడు
చెల్లి	అవుతోక చివరి వెంట్రుకలు
చెవ్ బాలి	కర్ణభూషణం
చెవ్డల్	చెవిటివాడు
చెవ్డి	చెవిటి
చెస్టెంగ్	చెష్టలు
చెహ	తేనీరు
చెహ్టెంగ్	గేలిచెయ్
చెహ్ర	రూపం
చెహ్లి	రవ్వ
చెహ్-	చూయించడం
చేతొ	మేల్కొని
చేపెమాత	చిక్కుకున్న
చేపెమామ్	చిక్కుకో
చేవె మాతొర్	నిద్ర నుండి లేచుట
చొకొట్	నీతిగా
చొకొట్ జోడెమాత	చక్కగా అతుక్కొవడం
చొకొట్ దిసంత	మంచిగా కనిపిస్తుంది
చొకొట్ నిల్ల	సరిగా నిలబడటం
చొకొట్ నేకుస్	బాగా వాయించేవాడు
చొకొట్ మంత	బాగుంది
చొకొట్ వడ్క	స్పష్టంగా ఉచ్చరించు
చొకొట్ వడి	మంచి గాలి
చొకొట్ సూడ్వల్	మంచిగా చూడటం
చొకొట్ సెల్లె	మంచిది కాదు
చొకొట్న	మంచి
చొకొట్న కబుర్	మంచి వార్త
చొకొట్న గొస్టి	మంచి మాట
చొకొట్న దివస్	మంచి రోజు
చొకొట్న రోన్	మంచి ఇల్లు
చొకొట్నబావన	మంచి భావన
చొండ్క	సంగీత వాయిద్యం
చొర్ చొర్ (పిట్టె)	పక్షి పేరు
చొహ్-	దురద
చోప్డల్	నున్నటి
చోప్డి కీ-	నిమరడం
చోర్న	చెడ్డి
చోరి	రవిక
జక్కుస	చంపించు
జక్మక్	చెకుముకి రాయి
జక్మి కియ్వల్	జక్మి
జక్వల్	చంపడం
జగ జగ మిడ్చ్ వల్	జగ జగ మెరువు
జగ్	ప్రపంచం
జగ్ జగ్	మిల మిల
జగ్డ	తగద
జగ్డ ఆపుసట్	పోట్లాట ఆపండి
జగ్డ పుఙర్	గొడవ పువ్వు
జగ్దునియ	ప్రపంచం
జగ్రస్ (పిట్టె)	ఒక రకమైన పిట్ట
జగుం జగుం	మెరుచుట
జగుమ్నె ఆత	వెలుతురు రావడం
జట్కబేమరి	పిట్స్
జట్ట	ఒక రకమైన రోగం
జటుమ్నె	జాగ్రత
జడప్	వేడి గాలి తాకడం
జడ్	బరువు
జడ్త	జడ్తివ్వడం
జడ్ప	తడక బండి
జడి కి-	దులుపుట
జడె మా-	రాలిపోయింది
జత్తుర్	వీణ
జత్ర	జాతర
జన్క్	జనం
జన్మ	పుట్టుక
జన్వర్	పశువు
జంగ్ పి-	తుప్పుపట్టడం
జంత్రి	పంచాంగం
జంగొ	చంద్రుడు
జబన్ సియ్వల్	మాట ఇవ్వడం
జబబ్	జవాబు
జబర్ దస్తి	బలవంతం
జబర్ వాలె	బలవంతమైన
జబుండ్	నల్లి
జమ్నత్ కీమ్	సాక్షి చెయ్యి
జంపర్	రైక
జమ్లి పొద్దుక్	ప్రేగులు
జమ ఇర్వల్	బీమా
జమే-మా-	కలిసింది
జమన	కాలం
తొల్లెతజమనతె	తరం
జమికీత	కూడినది
జమియ	కత్తి
జయ్	విజయం
జర తెర్	కనీసం
జర దీర	కొద్దిగా ఆగు
జర లఙ్	అల్లంత దూరాన
జరజర వడి	కొద్ది కొద్దిగా గాలి
జరబ్నె ఇర	అదుపులో ఉంచుకో
జరసి బూడ్	కొంచెం కిందికి
జర్గ	జరుగు
జర్గ్‌త	పని
జర్గుస్వల్	కదల్చడం
జల్	నీళ్ళు
జల్క్-	ఒలక బొయ్యి
జల్ది అలె	త్వరపడు
జల్మ ఆత	జన్మించుట
జల్ల పుట్వల్	ఊట
జల్వ	నమలడం
జవన్	యవ్వనం
జవన్ పేడి	వయసు పిల్ల
జవని	యుక్త వయస్సు
జవబ్	జవాబు
జవ్ గొహ్క్	బార్లి
జవ్క్-	చంపు
జహ	దంచు
జ్ఞాన్	తెలివి
జాకర్ (పిట్టె)	చిన్న పక్షి
జాగ తపుస	స్థానం తప్పించు
జాగ పియ	చోటు సంపాదించు
జాగతె మన్వల్	స్థలంలో ఉండడం
జాగవాలె	స్థల యజమాని
జాగ్లి	రాత్రి కాపలా
జాట సేఙ	అనుప కాయ
జాడ అరుస్వల్	గుర్తు పట్టడం
జాడ్కల్	పొడవాటి జుట్టు గలవాడు
జాడి	గడ్డి
జాడి కోడ (పుడి)	గడ్డి గుర్రం
జాడి కోల	గడ్డి పోచ
జాడి చాప	గడ్డి చాప
జాడి వాట్వల్	గడ్డి వేయుట
జాడి (పుడి)	గడ్డి పురుగు
జాడున్	అంతట
జాతి	కులము
జాతిత రీతి	జాతి పద్దతి
జాంగ	లోపల వేసుకొనే
జాంజి దొహ్వల్	దడి కట్టుట
జాని గూన్యల్	అంతతెలిసిన వాడు
జానొస	విడిది గృహము
జాప్	ముళ్ల కంచె
జామ్ (మర్ర)	జామ (చెట్టు)
జామ్‌లేండి	అల్లనేరేడు
జాయ్‌జత్	ఆస్తి
జార	కిరణము
జార్	వల
జార్	జ్వాల
జార్-	తొక్కి వెయ్యి
జాలర్క్	తాలలు
జాలిసెల్వ	దయ లేదు
జావ	అంబలి
జావడ్ద్ పొడ్ద్	ఉదయం
జాస్త	ఎక్కువ
జికర్	ప్రయత్నం
జిగ్గి సెల్లె	శక్తి లేదు
జిగుట్	పట్టుదల
జిఙె	చిన్న చేప
జిద్	ఉడుం పట్టు
జిద్ పియ్-	పట్టు విడువకుండ
జిద్నె కామ్	పట్టుదలతో
జిన్గని	జీవితం
జిన్గని కీ-	జీవించు
జిమ్మ	బాధ్యత
జిమ్మెదర్	బాధ్యత గల
జిర జిర పోంగ్వల్	సన్నటి నీటి ధార
జిర్క్‌త	తట్టుకుంది
జిల్ల	జిల్లా
జిల్లమేడియల్	జిల్లా అధ్యక్షుడు
జివ్రస్	జంతువులు
జీక సీ-	ఒరిగి
జీకసీమ్	ఒరుగు
జీతం	జీతం
జీతొ కోర్సె	నిప్పు కణిక
జీతొకె	ప్రాణముతో
జీబ్	జీబు
జీరంగ్	కూరలో వెయ్యడానికి
జీరె మా-	తగ్గి పోయాడు
జీవ	జీవం
జీవ ఆ-	బెంగ పెట్టుకొను
జీవ ఇర్వల్	మోహం
జీవ నోయుస్త	హృదయాన్ని నొప్పించడము
జీవ వాట్తెర్	మనస్సు పారేసుకున్నవారు
జీవ వితుస్త	మనస్సు పారేసుకోవడం
జీవ సొత్త.	ప్రాణం పోయింది
జీవత్ చొకొట్	మానసిక స్థితి
జీవత్ సాటి	ప్రాణము కొరకు
జీవదన్ సుటికియ్వల్	అహింస
జీవంగ్	ప్రాణములు
జుక్కెమాత	జరిగింది
జుట్టి	జుట్టు పిలక
జుంగ్ బేటుస	వేలాడ దియ్యి
జుంజుర్	దట్ట మైన
జుంజుర్ ముంజుర్ మాయ్నల్	అపరిశుభ్రంగా ఉన్న వ్యక్తి
జుప్డె	అరకకట్టే త్రాడు
జుమ్క	కుచ్చెలు
జురత్ సెల్లె	అవసరం లేదు
జుర్ జుర్	సాయంత్రం
జుర్మన	జరిమాన
జురె	తొంభై
జురె అవ్ట్	తొంభై ఎనిమిది
జురె ఉంది	తొంభై ఒక్కటి
జురె నాలుంగ్	తొంభై నాలుగు
జురె పీట్	తొంభై తొమ్మిది
జురె మూంద్	తొంభై మూడు
జురె యేడుంగ్	తొంభై ఏడు
జురె రండ్	తొంభై రెండు
జురె సారుంగ్	తొంభై ఆరు
జురె సియుంగ్	తొంభై ఐదు
జుల్మ కీతొర్	బలవంతం
జులుక్నె	కొద్ది సేపు
జూకర్	నీరసంగా అయిపోయాడు
జూడ	ముడి
జూడ్	గుంపు
జూడ్క్	తీగల గుంపు
జూంజరి	తుంటరి
జూండ్క్	గుంపులు
జూలుర్ (పుడి)	బొద్దింక
జూలె (గమ్డి)	చినిగిన గొంగడి
జెబ్బ అవల్	హూప్ మరియు నోరు
జేల	కొంగు
జేల	మొక్క జొన్న కంకిపూత
జేల్ తగ	జైలులో
జేల్త హర్ర	జైలు గది
జేవి	భోజనము
జొన్న	జొన్నలు
జొన్న (పుడి)	జొన్న పురుగు
జొప్నల్ తెహ	నిద్రలేపు
జొమ్మొ	రసం
జొర్దర్	బలంగా
జొల్	సొల్లు
జోక	ఒక్క సారి
మూంద్ జోకంగ్	మూడు సార్లు
జోకర్	హాస్య నటుడు
జోక్నె	తిన్నగా
జోకి కీంతొర్	జోకడం
జోకి కీ-	తూగు
జోడ సరింగ్	చౌరస్తా
జోడ్ అర	జతగా చేరు
జోడి	జత
జోడి కీమ్	కలుపు
జోడి కీ-	జంట చేయుట
జోడె మా-	అత్తుకో
జోతడ	దూలము
జోప్	నిద్ర
జోర	దుప్పటి
జోర్	బలము
జోర్తె	వేగం
జోర్తె అప్టెమాంత	గట్టిగా తగులుతుంది
జోర్తె తొడ్డి బుర్వల్	గట్టిగా ముద్దు పెట్టు
జోరి	జోరి
జోలె మా-	పూనకం
జోస్నె	ఉల్లాసంగా
టక్కర్ ఆసి	ఢీకొని
టక్కి కియ్వల్	మోసం చేయుట
టక్లియల్	బోడి గుండు
టగరి	బేసన్
టట్టుసిమ్	ఇరికించు
టట్-	చిక్కుకోవడం
టడంగ్నె నేక	కంగున మ్రోగు
టంట	ఘర్షణ
టప్ప	ఉత్తరం
టవ్వె హాబర్	నీలి మబ్బులు
టహర	వాయిద్యాలను మోగించడం
టహ్క (మర్ర)	తాండి చెట్టు
టహ్కడొగ్రి	కంటి కురుపు
టాకి	బంబు
టాట	తట్ట
టాట్రల్ మండ	పెద్ద పందిరి
టాటి	తడక
టాటొస్ వెడిల్	గట్టి ముసలివాడు
టాంగి కీ-	కాళ్లను వెడల్పుగా చెయ్యడం
టారెల్	మజ్జిగ చేసే కవ్వము
టారొ	మాడు
టాల్యల్	బట్టతల గల వారు
టావ	మంచం కోళ్లు
టావ సెల్వక్	గుర్తు లేదు
టావ్	అహారపు పళ్లేము
టావుక్	తెలియడం
టిక్క టిక్క సూడ్వల్	కళ్లు ఆర్పకుండా చూడడం
టిక్రి	శిఖరం
టిక్ల	టిక్లి (బొట్టు)
టిప్క	చుక్క
టిప్లి డాండు	గిల్లి దండు
టిమ్క	బిందువులు
టిస్సిఙ్	తుమ్ము
టిహ టిహ	మోడుగా
టీబి	క్షయ వ్యాధి
టీవి	టెలివిజన్
టుక్డె	ముక్క
టుక్డె-కీ-	ముక్కలుగా చేయడం
టుక్డెంగ్ కీ-	ముక్కలు చేయు
టుగ్రి	పొట్టి
టుప్సి	పొట్టి
టుండ్-	అంటుకోవడం
టురుట్	వగరుగా
టురెట	కంది కట్టె
టూటి కాల్	కుంటి కాలు
టెక్డి	దిబ్బ
టెట్టె	సన్నము
టెట్రెంగ్	అలచింత
టెట్రెమాటి	ఒక రకమైన గడ్డ
టెప్ప	మబ్బు
టెప్సి	చిన్నచేప
టేక్ జాగ	మంచి స్థలము
టేప్	టేపు
టేబల్	కూర్చి ముందు కూర్చొని వ్రాసే బల్ల
టేమ్	బిందువులు
టేమ్ పియ్త	సమయం పట్టింది
టేమ్ సెల్లె	సమయం లేదు
టొక్స వాడె (పిట్టె)	వడ్రంగి పిట్ట
టొఙల్	ఎత్తు
టొఙల్ (పిట్టె)	ఒక రకమైన కొంగ
టొఙి	మోచెయ్యి
టొంగ్ర	మోకాలు
టొఙి బొక్క	మోచేయి ఎముక
టొట్టె	ఆడది
టొట్టె నెయ్	ఆడ కుక్క
టొట్టె పద్ది	ఆడపంది
టొట్టె హెర్రె	ఆడ మేక
టొట్టెకోడ	ఆడ గుర్రం
టొటొక్ సివ్లి	పెద్ద పెదవి
టొడ్డి	నోరు
టొడ్డి బుర్వల్	ముద్దు పెట్టడం
టొడ్డింగ్	కుతికెలు
టొడ్దగొస్టి	నోటి మాట
టొప్లి	గుల్ల
టొమ్ర	జొన్నల పాయసం
టొవ్రి	పిడక
టొస్సుర్	మందం
టొహ్టుడి	చప్పుడు చేసే బొంగు వాయిద్యం
టోక్రె	పిడక
టోకె మాసెర్	దొంగలించుట కొరకు ప్రయత్నం
టోట్క	బీరకాయ
టోడ్మ	తొడిమె
టోన్ పహ్డియల్	లేని పోనివి చెప్పడం
టోప్ర	గుహ
టోండ్రి	దొండ కాయ
టోయ్టల్	తోటి
టోయి	పిడక
టోవి	తొక్కుడు బిళ్ల
డక డక డెయంత	సలసల కాగుతున్న
డక్నె కియ్వల్	నోరు తెరుచుట
డగ్	కుప్ప
డగ్గరి	దుప్పి
డగ్గుక్	పెద్దది
డగ్గుక్ మాయ్నలిర్	యాజమాన్యం
డగ్లి కి-	నెట్టడం
డగ్లి కీమ్	తోసివెయ్యి
డగుర్	పెద్ద
డగుర్ ఆస	అమితమైన కోరిక
డగుర్ దీప్	మహా దీపం
డగుర్ సార్	అధికారి
డగుర్‌వడి	పెద్ద గాలి
డఙల్	ఎత్తైన
డట్టి కీమ్	ఒత్తిడి చెయ్యి
డడ్డి నించివాత	ఒడ్డు నిండ వచ్చును
డడ్డితె అప్టెమాయ్వల్	ఒడ్డున తాకుట
డబ్బ	డబ్బా
డబ్బంగ్ వాట	పట్టిక తయారు చేయడం
డబ్లల్	మాటకారి
డబులింగ్ పాయ్వల్	జలకాలాడుట
డండరి	నృత్య బృందము
డండరి డప్	డండారి డప్పు
డండ్	మోచేతి కడియం
డండుగ్	జరిమాన
డండె	చేతి పై కండరము
డయ్-	దూకడం
డర్డి	ఒడ్డు
డవరింగ్	సరదా
డవరింగ్ కీ-	జోక్యం చేసుకునేవారు
డవ్ల	చంచా
డవ్‌డవ్ ఆంత	విపరీతమైన నొప్పి
డవెరియల్	హాస్యం చేసుకునేవాడు
డాక	మడమ
డాకలి	దాగిలి
డాక్టరల్	వైద్యుడు
డాగ్	మరక
డాగుల్క్	మరకలు
డాట్	ఎక్కువ
డాడి మంత	గర్భవతి
డాడియల్ గొర్రె	పెద్ద గొర్రె
డాప్క	రాతి బోను
డాబ్ల	గరిటె
డాండ	గొడ్డలి కర్ర
డాండ్వి	మంగలి
డాండియల్	మగ నెమలి
డాండె	తిరస్కరించు
డాయిడల్ పెట్టితొర్	బొర్రగలవాడు
డారి	పప్పు
డావ్ పోస్వల్	పగ పట్టడం
డిఙ్వల్	నిక్కబొడుచుట
డిఙెరల్	తిరుగుబోతు
డిజన్ కియ్వల్	నమూనాకారుడు
డిజిల్	డీజిల్
డిడ్డి	ఇంటి చుట్టు స్థలము
డిబ్బల్	బొర్రగలవాడు
డియ ఆతపేడి	వయోజనురాలు
డియంగ్	వయసుకు వచ్చిన అమ్మాయిలు
డియొర్	యువకుడు
డిరెవర్	వాహన చోదకుడు
డిలల్ కి	వదులు చేయడం
డివ్రల్	చేపలు పట్టే వాళ్లు
డిస్టి	దిష్టి
డిస్టి బొట్టు	దిష్టి చుక్క
డుక్ డుక్	చప్పుడు
డుక్రి కి-	రంకె వేస్తుంది
డుక్లి	నిద్రలో ఒక భాగం
డుగ డుగ ఆత	ముసలమ్మ
డుడ్డుస్	దుమ్ము; ధూళి
డుడ్డె	బర్రె గూణ
డుంక	గుంట
డుబి కీ-	ముంచారు
డుబె మా-	మునిగిపోయాను
డుండ్వల్	మంట చెలరేగడం
డుండుస్	కాలిపోయింది
డుండుస్వల్	కాల్చుట
డుమ్మల్	రుమాలు లేని వాడు
డుమ్మెర	ఇప్ప పువ్వు
డుర్డ	ధూళి
డువల్ తోల్	పులి చర్మం
డువల్ బుయరి	పులి గుహ
డువ్ల	గరిటె
డూండి కయ్	ఒంటి చేతి
డెగ్గల్ (పిట్టె)	రామ చిలుక
డెప్డి	చిన్న డప్పు
డెబ్డ	మెత్తగా
డెబ్రల్ కాల్దొర్	బోద కాలు గల వాడు
డెండ్కి	వీపు
డెమ్మ	ఎడమ
డెమ్మ కయ్దె	ఎడమ చేతితో
డెమ్మడి	ఎడమ
డెమ్స	నృత్యం
డెమ్స పాట	డెంస పాట
డెయ్సి డెయ్సి	జల జల పారుతుంది
డెర్క	త్రెంపులు
డెహ్క	దూకు
డెహ్క్-	దునుకు
డెహ్డ	బురద
డేగొ (పిట్టె)	డేగ పిట్ట
డేటె	కాండము
డేడ కండి	ఒక పుట్టెడు సగం
డేప్ల	మట్టి పెళ్ల
డేప్ల తెండ్వల్	పెల్లగించు
డేండె	చొప్ప కట్టె
డేర	డేరా
డేరింగ్	గుంజలు
డొక్కె	తొండ
కుదుర్ డొక్కె	బల్లి
డొకొడ్క్‌నె ఆత	లోపలికి పోవడం
డొగ్గి	ముసలి జంతువు
డొడ్డె	కంకి
డొడ్డొ	గుంత
డొప్పొ	డొప్ప
డొబ్బల్	మందం
డొండెనెయ్	ఆడ కుక్క
డొల్కి పాట	డొల్కి పాట
డొహ్డ	అలుకు నీళ్లు
డొహ్బడ్	బురుద నీరు
డొహున్	కుడితి నీళ్లు
డొహుర్ యేర్	మురికి నీరు
డొహొ	పెద్ద మడుగు
డోకాలుమ్	ఎండకాలం
డోకుం (పిట్టె)	రాబందు
డోబ్ర	తొర్ర
డోబ్రలిక్ పల్క్	పుచ్చి పోయిన పళ్లు
డోండెర (మర్ర)	జమ్మి (చెట్టు)
డోర్కల్	పశువులను కాచేవాడు
డోర్కె	జంతువుల మేపు వారి పెండ్లం
డోరియల్	పశువు
డోల యెంద్వల్	పీర్ల పండగ నృత్యం
డొల్‌క్యల్	డోలు వాయించేవాడు
డోల్ పేప్రెంగ్	భాజా భజంత్రీలు
డోల్ వాజంగ్	భాజా భజంత్రీలు
డోల్ వాల్యలిర్	వాయిద్య బృందం
డోల్‌కోల	డోలు వాయించే కర్ర
తక్క	అక్క
తక్కెమా-	నీరసించి పోయిన
తక్దిర్	అదృష్టం
తక్లిబ్	కష్టం
తక్లిబ్ కీమ్	దు:ఖ పెట్టు
తగ్డియల్	బలమైన
తగ్తొర్	చిక్కిపోవడం
తఙె	వదిన
తఙొరడ్	వదిన
తట్-	తట్టుకుంది
తడకి	కాలేయం
తడంజల్	తోడేలు
తడ్కవల్	గోకుడు
తడ్మిగుట్ట	అగ్నిపర్వతం
తడ్మిత గావ్	కాలిన గాయం
తడి	దేవుళ్లను స్నానం చేయించే మడుగు
తడియ	వెదజల్లు
తడివల్	చల్లు
తడెంజల్	తోడేలు
తడెయ్	చెరువు
తత్త అద్	తీసుకు వచ్చిన
తత్-	తెచ్చింది
తన్ దాత్	తన వలె
తంగడ్ మంగడ్	ఆశుభ్రత
తన్న వాయిర్	అతను రాని
తన్వతన్	తనకు తానుగా
తంగ్ కియ్మ	విసిగించకు
తంగ్‌మరి	మనుమడు
తంగ్ ‌మియడ్	మనమరాలు
తన్‌లాడ	బతిమిలాడు
తనయ్ యేత్వల్	వ్యక్తిగతంగా తీసుకోవడం
తపస్ కీతొర్	ధ్యానం
తప్	తప్పు
తప్పతప్ప	నీటి తుంపర
తప్పుసిమ్	తప్పించుకో
తప్పెచారి	ఋషి
తప్పొ	తప్పని
తమ్మ	రాగి
తమ్మ తమ్మొ	తమకు తాము
తమ్ముక్ ఆకి	పొగాకు
తమ్మున్ ఇవ్విర్	అన్నదమ్ములు
తయర్ ఆయ్వల్	తయారు అగుట
తర	తెచ్చుకో
తర తుర	తొందర తొందర
తర వచ్చొ	తెచ్చుకోవచ్చు
తరగతి	తరగతి
తరతర	వణకడం
తర్ తురియల్	తొందరపడుట
తర్పంగ్	నగలు
తర్సొ	తో
తర్సొ పుట్టె	తోడ పుట్టినవాడు
తర్సొ మీరెమాసి	తో కలిసి
తర్-	తెచ్చుట
తరిక	నియమం
తరు సియ్వల్	తెప్పించుట
తరుస	తెప్పించు
తల ఊడ్సి	దువ్విన
తల టోక్రె	కపాలం
తల తిరివల్	తల తిరగడం
తల నోయ్వల్	తల నొప్పి
తల మొసొర్	ముక్కునుంచి రక్తం కారుట
తల వరుస	తల వంపు
తలకెల్క్	తల వెంట్రుకలు
తలతోడి	తలకు రాసే మట్టి
తలదగ	తల వద్ద
తలదల్ తుంగ్వల్	తలంటు స్నానం చేయడం
తలద్ పొర్రొ	తలపైన
తలదె కొహ్క	తలతో పొడువు
తలనొర్వల్	తలంటుకుని స్నానం చేయడం
తలబిల్ల	దిండు
తల్క	వసులు చెయ్యి
తల్క్-	అడగడం
తల్లుర్ కొర్	కోడిపెట్ట
తల్లుర్ పుడి	తల్లి పురుగు
తల్వర్	కత్తి
తహ్-	ఎత్తడం
తాక	నడుచుకో
తాకట్	నడుచుకోండి
తాకత్ మత్త	బలముగల
తాకద్	బలం
తాక్వల్ జమన	వర్తమాన కాలం
తాక్-	నడుచుట
తాకుస్	నడుపుట
తాకుస్వల్	నడిపించుట
తాకు సియ్వల్	నిర్వహణ
తాడ	తవ్వు
తాడ్క్-	గోకుట
తాడ్-	బొక్క
తాడింగ్	పుస్తెలాంటివి
తాడింగ్ (మర్ర)	తాటి చెట్టు)
తాడి కల్	తాటికల్లు
తాడిఆకి	తాటి ఆకు
తాడిఙ్	గంటి లాంటి
తాడిస్ కమ్మల్	ఇంద్ర ధనుస్సు
తాతొ	వేడి వేడిగా
తాదల్	అన్నయ్య
తాదొ	తాత
తాదొ-బాబల్	తండ్రి, తాత
తాన్	దానిని
తాన్ దాత్న	దాని లాగా
తాన్ మొడి	ఆమేలాగా
తాన్గటల్ వెల్లె	దాని కన్న ఎక్కువ
తాన	ఆమెది
తాన జాగతగ	దాని స్థానంలో
తానజోడ్	ఆమె జత
తాప్డ పా-	చెంప కొట్టడం
తాపి కీమ్	బుజ్జగించు
తాపి మాయ్నల్	తాపీ వాడు
తార్	వైర్
తారిక్	తేది
తాల వాట్వల్	తాళము వెయ్యటం
తాలి	పితకడం
తావ	పెనం
తావ్-	తీయడం
తావి	కాల్చడానికి
