Gondi Word	Telugu Meaning
सिन्नगा	చిన్నది
काकाल	చిన్ననాన్న
काकी	చిన్నమ్మ
सिन्ने पेडल	చిన్నమొగపాప
हारी	చిన్నరొట్టె
सील्का	చిన్నవాగు
दुर्‌नागि	చిన్నశరీరముగల విషపూరితమైన పాము
हरता गोंगडि	చినిగిన గొంగడి
सिन्‍कुल्‍कु	చినుకులు వచ్చుట
सिर्तागंड	చిరుత పులి
रंबा	చిలుక
आकीरि	చివరి
हित्ता (मरा)	చింత (చెట్టు)
हिर हीकाटा	చీకటి
कैसुर	చీపుర్
हेपुर	చీపురు
पेत्ते	చీమ
कप्‍पिड	చీర
गुट्टी	చీలమండ
काल्‍वा	చీలుకా
काल्‍वा तेंडमड़	చీలుకా తియడము
सुक्‍का	చుక్క
सुक्‍का	చుక్కలు
हुम्मर	చుట్ట
हेड़मीतोड़	చుట్టము
सुटुरगा	చుట్టు
हूपिच्मड	చూపుము
पाटि	చెక్క
सेक्‍कां	చెక్కలు
मरा	చెట్టు
बोड़ा गुट्टा	చెట్లులేని కొండ
कराब मेंजू	చెడి పొయిన గుడ్డు
कराबतद	చెడి పొయినది
पाड आयमड़	చెడిపోయింది
कराब	చెడు
सेडुगु तरास	చెడుగుపాము
सित्‍कु	చెత్త చెదరము
गोकुड(कय्‍कुने)	చెతీతొ గొకడము
जिम्मा हाप	చెప వెముక
जिम्मंना मंदा	చెపల మంద
वेहमड	చెప్పండి
उबर	చెమట
उब्‍बरिच्मड़	చెమట రావడము
सेम्‍सा	చెమ్చా
कियमड़	చెయుట
सेरवु	చెరువు
हडे मर्रि	చెల్లె
केव्वु	చెవి
केवपॊगू	చెవి పోగూ
सेव्‍टिद	చెవిటిరాలు
सेव्‍टी	చెవిటివాడు
जिब्‍बुल	చెవీలోని జీబిలి
केव्क	చెవులు
सेंपा	చెంప
दस्तीगुड्डा	చేతిగుడ్డ
कय	చేతు
कय्मूल	చేదు
ओगोर	చేదూ
नॆली	చేను
नॆलीने	చేనులొ
नरमे	చేప
ओडाल	చేపలు పట్టేవాళ్ళు
एव्‍वुडु	చేరడము
कामुन पुनम नेला	చైత్త మాసమ్
अंगी	చొక్క
अंगी नांदमड़	చొక్క తడవడము
नेंग-	చొచ్చుట
सोप्‍पा	చొప్ప
होडियमड़	చొరడము
कुच्‍चुडु	చొరబెటటము
सहा	ఛాయ
जग्डाल्‍क	జగడం
जॆगरता	జగర్త
जेडा	జడ
पुट्मड़	జన్మించుట
जनुम	జనుము
जमा कियमड़	జమ చెయడము
जंबी मरा	జమ్మి (చెట్టు)
जर्गमड़	జరగడము
जर्गसेके होन्‍मड़	జరగుతు వెల్లడము
जला	జలము
चाड्नी	జల్లెడ
जल्‍लेडा पियमड़	జల్లెడ పటడము
गाड़नी	జల్లెడా
जवाब	జవాబు
दंटा-दंटा मींडमड़	జంట జంటగ పండుకొవడము
जोडीं-जोडीं मनमड़	జంటగ ఉండటము
जोडांच्मड़	జంటచేయుట
जोडांच्‍सेके	జంటవెసెటప్పుడు
मॆता(पशुल्‍कुंक)	జంతువుల (గడ్డి)
जिवराशीं	జంతువులు
एरपाट इर्मड़	జ్ఞపకము ఉంచడము
मति	జ్ఞాపకం
एडकी	జ్వరము
जागिल	జాగరణ
जाम मर्रा	జామ (చెట్టు)
दया	జాలీ
जिल्ला	జిల్లా
कोंडागोर्रे	జింక
जिंकाना मंदा	జింకల మంద
कोह्‍का	జీడి
कोह्का मरा	జీడి (చెట్టు)
जिलोड मरा	జీల్లేడు (చెట్టు)
नांदे-मा-	జీవించడము
जुट्टि	జుట్టు
दंडुगु	జురుమన
जॆनेड	జెనెడు
जेर्रि	జెర్రి
बक्‍के	జెల్లా
कोडजेल्‍ला(जिम्मा/मीन)	జెల్లా జహ్
जेंडा	జెండా
जेब	జేబు
जोकमड़	జొకడము
जोत्ते	జొత్తె
जोन्ना	జొన్నలు
लगांचि	జోరుగా
तमाटा	టమాట
टव्‍सी मर्रा	టవ్సి చెట్టు
टिक्‍ली	టిక్లా (బొట్టు)
तेका मरा	టేకు (చెట్టు)
टोकेरा	టొకెరా
टोंब्‍बै	టొంబై
टोंबै हारूं	టొంబై ఆరు
टोंबै-एडूं	టొంబై ఎడు
टोम्‍बै एनमिदि	టొంబై ఎనమిది
टोंबै हेय्यूं	టొంబై ఐదు
टोंबै उंदि	టొంబై ఒకటి
टोंबै तोम्मिदि	టొంబై తొమ్మిది
टोंबै नालूं	టొంబై నాలుగు
टोंबै मूडु	టొంబై మూడు
टोंबै रोंडु	టొంబై రెండు
टोपी	టోపి
डप	డప్పు
डब्बा	డబ్బా
कोत्ता	డబ్బు
रूपें	డబ్బులు
तुडूं	డంక
डांबर	డాంబర్
डिजेल	డిఝెల్
डेक्‍का	డెక్క
डेबै एनमिदि	డెబై ఎనిమిది
डेब्‍बै	డెభై
डेब्‍बै हारूं	డెభై ఆరు
डेब्‍बै-एडूं	డెభై ఎడు
डेब्‍बै हेय्युं	డెభై ఐదు
डेब्‍बै उंदि	డెభై ఒకటి
डेब्‍बै तोम्मिदि	డెభై తొమ్మిది
डेब्‍बै नालूं	డెభై నాలుగు
डेब्‍बै मूडु	డెభై మూడు
डेब्‍बै रोंडु	డెభై రెండు
गुवाडॆगा	డేగపిట్ట
डिम्‍की	ఢమురు
तक्‍को	తక్కువ
तक्‍को कपडिं केरमड	తక్కువ బట్టలు వెసుకొవడము
दल्‍गमड़	తగలడము
तगुरम	తగురము
गलमा पिड़पू	తడక
तप ओप्‍कुनमड़	తప్పు ఒప్పుకొవడము
माडा	తపాలము
तम्मुर	తమ్ముడు
सिन्ने कोडियड़	తమ్ముని భార్య
तयार आता	తయరు అయ్యింది
तयार कियमड़	తయరు చెయుట
तयर किय्‍वल्	తయారైనది
आयंका	తర్వాత
तराजु	తరాజు
तला पोरोटाल एर तुंगमड़	తల స్నానము చెయుట
तलसुकुन्‍मड़	తలచుకొవడము
तला दुर्दा तेदमड़	తలలొ దుర్ద పెట్టడము
यावल	తల్లి
तलुर नय्यू	తల్లి కుక్క
तलुर गुर्रम	తల్లి గుర్రము
तलुर	తల్లి జంతువు
दामीड	తలుగు
तलपू	తలుపు
नीय्यू	తలుపు నూనె
तव्‍वुडु	తవ్వడం
बाबा	తండ్రి
पाय्‌री	తంతె
उनना	త్రాగు
नोंडे	త్రాడు
तराजु	త్రాసు
सिलुम पियमड़	త్రుప్పు పట్టింది
तोक्कुड-बंडा	త్రోక్కెబండ
जप्‍पना पय्यो	త్వరగా పగలదు
नङा	త్వరలొనె
उहुडु	తాగించడము
ताडि मरा	తాటి (చెట్టు)
तातल	తాతయ్య
मातिर दादल	తాతా(నాయన తండ్రి..)
तालम-डब्बा	తాలము
तालम कय	తాలము చేయి
कड़ी	తాల్పూ ఎసిన పెరుగు
पोय्‍स्मड़	తాలింపువేయు
तांबेल	తాంబేలు
रांगमड़	తిట్టుట, దూషించుట
तिनुड	తినుట
तिहमड़	తినుపించడము
तिनना तिंडि	తినె తిండి
तिम्मिरि	తిమ్మిరి
तिय्यगा	తియటి
तेंडुडु	తియ్యడము
तिरयुड	తిరగుడు
तिरमन मरा	తిర్మన్ చెట్టు
पीसि होन्‍मड़	తిసకెల్లడము
वॆली	తీగ
तार	తీగె
ता	తీస్క రావడము
तेंडिस पोच्मड़ / पोहमड़	తీసి పడెయడము
इदे	తీసుకొ
एतमड़	తీసుకొవడము
तुक्‍कु	తుక్కు
उस्‍मुडु	తుడవడము
तुम्मिर मरा	తున్కి (చెట్టు)
जंग पियमड़	తుప్పు పట్టడము
तुपाकी	తుపాకి
तुम्मा मर्रा	తుమ్మ (చెట్టు)
तुह्‍कुड़	తుమ్ము
कांडोल वीसि	తుమ్మెద
तुलसे मरा	తుల్సి (చెట్టు)
तुवेला	తువాల
उसुममड़	తూడవడము
उसुमकुनुड	తూడవుకొవటమ
तूरपु	తూర్పు దిక్కు
तरमड़	తెచ్చుట
तेंडुड़ु	తెర్చుట
तेल्‍ला डोक्‍के	తెలపు డొక్కె
तेल्‍ला कोर्रु पोरी	తెల్ల కొడి పిల్ల
पिड्‍सुड	తెల్ల వెంట్రుకలు
तेल्‍लगा मेरसमड़	తెల్లగ మెర్వడము
अक्‍कल	తెల్వీ
एर्का आयमड़	తెలియడం
बुद्दि	తెలివి,జ్ఞపకము
तेल्‍लगा	తెలుపు
तेल्‍लाकोंगा	తెలుపు కొంగ
तेल्‍ला बल्‍ली	తెలుపు బల్లి
तेल्‍ला मन्नु	తెలుపు మట్టి
एरपाट	తెలుసు
नेम्‍हामड़	తెంపుట
गॆर्का	తేన్చు
तॆने	తేనె
तॆने तेट्टे	తేనె తట్టు
कांडोल वीसि	తేనెటీగ
कांडोल	తేనెతట్టు
सहा	తేనేరు
तॆलुडु	తేలడము
मिच्चो	తేలు
तोनी	తొ సహ
तॊका	తొక
तोलू	తొక్క
तोल मुदुरमड़	తొక్క ముదరడము
तोल होळस्मड	తొక్క వొదలడము
जारमड़	తొక్కడము
तोल्‍कु	తొక్కలు
तोडा	తొడ
केर्रुडु	తొడగటము
तोरुड़	తొడడము
तोडमे	తొడ్మె
तोड्मे	తొడిమె
तोम्मिदि	తొమ్మిది
तोर्रा कियमड	తొర్ర చెయడము, రంద్రము చెయడము
तोर्रा	తొర్ర, రంద్రము
बोलकुने	తొర్రలొ
बुरसल पुडी	తొలపుడీ
तोल्‍कमड	తొల్కడము
दोब्‍बिसी ओयमड़	తొసక తీసకెల్లడము
दोबमड़	తొసెయడము
डोक्के	తొండ
गाबरा	తొందర
जप्‍पना	తొందరగా
तोका उपसेके वित्तुडु	తోక ఊపుతు పరుగెత్తడము
तोका पुडी	తోక పురుగు
तॊका बूरा	తోక వెంట్రుకలు
तोटा	తోట
तॊड	తోడు
तोडेल्‍ली	తోడేలు
तॊल	తోలు
दच्‍चेना	దక్షీణ
दग्‍गुड	దగ్గడము
दग्‍गेरा	దగ్గర
दग्‍गेटोर	దగ్గరవారు
दग्‍गु	దగ్గు
दग्‍गु तेदमड़	దగ్గు రవడము
दाटुड	దటడము
वेलूंग	దడి
दद्दु	దద్దు
दम वायमड़	దమ్ము రావడము
दम्मुंक वायमड़	దమ్ముకు రావడము
दारम	దరము
टेलर	దర్జి
दरा	దరా
दस्तीगुड्डा	దస్తీ
उस्‍सुडु	దంచడము(వడ్లు)
दंडा	దండ
दंडेम	దండెము
दवडा	దంతము
पल्‍लू	దంతాలు
दंते मरा	దంతే (చెట్టు)
मक्‍कमड	దాగ పడుట
डाकाली	దాగిలి
मक्‍किच्मड	దాచుట
दनि	దాత
हर्रि	దారి
पासी कबड़ कियनद	దాసి ఆడిది
दूपा	దాహం
दिक्‍कुल्‍कु	దిక్కుల్లు
दिगादूडस्मड़	దిగ తుడవడము
दिगाबड्‍सि होन्‍मड़	దిగబడీ పొవడము
रेय्युडु	దిగు
दिनाल्‍क	దినాలు
दिवले नेला	దిపావలీ నెల
रेहुडु	దించు
दीनतोनि	దీనతొ సహ
इदुन हाटीं	దీని కొరకు
दीवा	దీపము
दीसोडी	దీపము స్టాండు
दुकानम	దుకాణము
दुड्डु	దుడ్డు
दुन्ना पोतू	దున్న పోతు
दुन्‍कुमड़	దునుకు
मांग	దుప్పి
दुप्‍पीना मंदा	దుప్పుల మంద
दुब्बा	దుమ్ము
दुर्दा तेदमड़	దుర్ద లెవడము
दुर्दा	దుర్దా
दुल्‍पमड़	దుల్పడము
काके	దువ్వెన
दूडा	దూడ
दूरम	దూరము
दुलादामा	దూల గోండి
दूलम	దూలము
दूली	దూళి
नदर	దృష్టి
दिस अरमड़	దృష్టిలొ పడటము
देब्‍बा	దెబ్బ
देबा दल्‍गमड़	దెబ్బ తగలడము
देय्यम	దెయ్యము
देय्यम पियमड़	దెయ్యము పట్టడము
देशेमंता	దెశెమంత
देशम	దెశెమ్
सल्ले	దేవ ప్రతిమ
पेन	దేవుడు
येत्मा	దేవుని పేరు
पेन-गडा	దేవుని స్థలము
लक्‍कु	దేశదిమ్మరి
दोड्डू	దొడ్డు
दोरका पियमड़	దొరక పట్టుట
दोर्कमड़	దొర్కడము
दोसिल	దొశెడ
काकडि काया	దొసాకాయ
दोसकुन्‍मड़	దొసుకొవడము
लुटांच्मड़	దొంగిలించుట
दोंडाकाया	దొండకాయ
नुल्ले	దోమ
दोती	దోవతి
तॆरे काया	దోసకాయ
दनम	ధనము
सिरमंतोड	ధనము గలవాడు
बोंड़ंगा	ధ్వనిఇచ్చె ఇత్తడిగంట
जंगा तूरिला	ధ్వనినిఇచ్చే బొంబు వాయిద్యం
बोंडा	ధాన్యంలో కస్పు
दैरनेम	ధైర్యము
कोलयल	నక్క
नक्‍का सोर्रे	నక్క సొర్రె
सुक्‍का	నక్షత్రం
नक्‍शा	నక్షా
नच्‍चतद	నచ్చినది
ताकिच्‍चनोर	నడపించువాడు
नड्डुम	నడ్మ
ताकिच्मड़	నడుపుట
नडी	నడుము
गंगा	నది (గంగా)
रामराम कियमड़	నమస్కారాలు
बरोसा	నమ్మకం
पातालम	నరకము
नर्रम	నరము
एगरानोर	నర్తకుడు
कर्रे पोर्सु जिम्मा/मीन	నల్ల చేప
कर्रे पोर्सु जिम्मां/मीन्‍कु	నల్ల చేపలు
कर्रे डोक्‍के	నల్ల డొక్కె
नल्‍ला दास	నల్ల పామూ
कर्रे पूसा	నల్ల పూసా
नल्‍ला बंका	నల్ల బంక
कर्रे तोडी	నల్ల మట్టి
कर्रे पेत्ते	నల్లచీమ
कर्रे मिच्‍चो	నల్లని పెద్ద తేలు
कर्रे पिट्टे	నల్లపిట్ట
कुतिकट्टु	నల్లపూసల మంగల సూత్రం
गड्डी मूंजु	నల్లమూతి కొండెంగా
कर्रे कोर्रु पोरी	నల్లా కొడి పిల్ల
कर्रे कोंगा	నల్లా కొంగ
कर्रे रंगु	నలుపు
नल्‍ला रंगु	నలుపు రంగు
कर्रेगा	నలుపుగ
नलपै	నలుబై
नलपै हारूं	నలుబై ఆరూ
नलपै-एडूं	నలుబై ఎడు
नलपै एनमिदि	నలుబై ఎనిమిది
नलपै हेय्युं	నలుబై ఐదు
नलपै उंदि	నలుబై ఒకటి
नलपै तोम्मिदि	నలుబై తొమ్మిది
नलपै नालूं	నలుబై నాలుగు
नलपै मूडु	నలుబై మూడు
नलपै रोंडु	నలుబై రెండు
कवूसमड़	నవ్విపియడము
कवना उपायाल्‍क कियमड़	నవ్వించె పనులు చెయడము
कव्‍वुडु	నవ్వు
मुड्‍गमड	నష్టపోయిండు
वकीलु	న్యాయవాది
नह्गा	నా దగర
नह्गा	నా వద్ద
नाकूड	నాకడము
नाकुन	నాకు
नांगेल	నాగలి
पाले	నాగలికి అనుకొని ఉండే కట్టే
नागोबाल	నాగు దేవుని పేరు
नयतरास	నాగుపాము
नावद	నాది
अम्मल	నానమ్మ
संतार निम्मा मरा	నారిజ చెట్టు
संतार निम्मा	నారింజ
नाल्‍के	నాలుక
नालुं	నాలుగు
नालुं पकां	నాలుగు పక్కలు
नालूं अनि हारुं काल्‍कुना बल्‍ली	నాలుగు మరియు ఆరు కాల్లు ఉన్న బల్లీ
निच्‍चेना	నిచ్చెన
सीपा	నిచ్చెన మధ్యనవున్న చెక్క
नेम	నిజనముగ
निजम	నిజము
कूर्कु	నిద్ర
मींडमड़	నిద్రపొ
निद्रा	నిదుర
निद्र होनमड़	నిదుర పొవడము
निन्ने	నిన్న
तडिमिं	నిప్పు
डोग्‍गां	నిప్పులు
तडिम नीरस्मड़	నిపుకనికమసి
सेदेपा मरा	నిమ్మ చెట్టు
निल्‍लुड	నిల్చుండు
एर उनाकोंटा मनमड़	నిల్లు త్రాగకొంట ఉండడము
नितमड़	నిలుపడము
पिव्‍वर	నీటిగ
नीडा	నీడ
नीडाते कलियसि मनुमड़	నీడలొ కలిసి ఉండుట
नीवद	నీది
एर	నీరు
एर उन्‍मड़	నీరు త్రాగడము
एते मन्‍मड	నీలలొ ఉండడము
एते मुडाह्मड़	నీలలొ ముంచడము
हापाकाया रंगु	నీలి
मब्‍बु रंगु	నీలి రంగు
एतारेव	నీళ్ళరేవు
एर काच्‍हना अळ्‍का	నీళ్ళు కాగించేకుండ
निम्मे	నీవు
कपर	నుదురు
नुल्का	నుల్క
सम्‍ली	నువ్వులపొడి
नूंग	నువులు
निय	నూనే
नुसि	నూసి
दंडारि	నృత్య బృందము
गुदुमसाई	నృత్యము
तासे	నృత్యవాయిద్య వస్తువు
एगुरुडु	నృత్యం
मल	నెమలి
नेमर वाटमड़	నెమురు వెయడము
पाल-निय	నెయ్యి
नेला	నెల
सालेवाड	నేతపనివారు
नन्ना	నేను
करियुडु	నేర్చుకోవడము
नॉयट्रोजन	నైట్రొజన్
पलारम	నైవేద్యము
गाव	నొప్పి
तोड्डि वतमड़	నొరు ఉల్లారడము
तोड्डि	నోరు
ओडा	నౌక
पकक	పక్కకు
पक्‍का लोतोर	పక్కింటివాడు
पिट्टे	పక్షి
गूडा	పక్షిగూడు
तॊका पिट्टे	పక్షిపేరు
पिट्टे मेस्‍कु	పక్షీ గుడ్లు
बेंडे पिट्टे	పక్షీ పేరూ
बुर्सिद्वा	పక్షీపేరూ
पय्‍हामड़	పగలగొటడము
पिय्यल-पोड्‍द	పగలంత
पिय्यला	పగలు
पग्‍गोम	పగ్గము
पय्ता मेंजू	పగిలిన గుడ్డు
पैय्‍युडु	పగిలింది
पच्‍चा जाडी	పచ్చ గడ్డి
उरागाया तोक्‍कु	పచ్చడి
मैंदी	పచ్చబొట్టు
पीयुड	పట్టు
पिय्युड	పట్టుట
नगरम	పట్నాం
अर्रुडु	పడటము
पडमटा	పడమట
पडसेम	పడసెము
अर्ता	పడ్డది
अर्तोर	పడ్డాడు
पडगे	పడిగ్య
दूदी	పత్తి
दूदी (मरा)	పత్తి చెట్టు
दा-	పద
पदाकोंडु	పదకొండు
पदमुडु	పదమూడు
पद्देनमिदि	పద్దెనమిది
पड्‍नालूं	పద్నాలుగు
पदि	పది
पदिहेडूं	పదిహేడు
पदिहेनी	పదిహేను
पन्नेंडु	పన్నెండు
कबड	పని
इस्‍टम हिल्‍वा कबड कियमड़	పని ఆశ్రద్దాగ చేయుట
कबड़ कियमड़	పని చెయటము
कबड्‍क होन्नुडु	పనికి పొవటము
कबडक ओज्‍वा बूमी	పనికి రానీ భూమీ
जीतागाड़	పనివాడు
पप्‍पु	పప్పు
तारमड़	పరవడము
साप-सापाय	పరి శుభ్రపరుచుట
पर्कि मरा	పరికి (చెట్టు)
पाटि	పలక
लोद्दी	పల్లం
दडिया	పల్లెము
पल्‍गु	పలుగు
तप आता इंचि ओपुकुन्‍मड़	పశ్చతాపము చెయుట
मनबोतू	పశువు
गोड्‍कुना बोयुडु	పశువుల కాపరి
पसूल्‍कुना तोडा	పశువుల తొడ
जिवराशींना जीवा	పశువుల ప్రాణం
दोड्डी	పశువుల పాక
गंटा	పశువుల మెడలొ కట్టె ఘంట
कोड़का	పశువులపాక
गोड़्क कोहानोर	పశువులు మెపువాడు
पसुपु कोम्मु	పసపు కొమ్ము
पसपू पच्‍चा रंगु	పసపు పచ్చ రంగు
पस्‍पु	పసుపు
कम्का	పసుపు కొమ్ము
सेक्‍करा	పంచదార(చక్కెర)
पंजरम	పంజరము
पंटा	పంట
पंटा तेंडना बूमी	పంట పండించె భూమీ
मिंडिच्‍चुड	పండబెట్టుట
मींडा	పండుకో
पंडुगु	పండుగ
आकाडि	పండుగ పేరు
पद्दि	పంది
गूसी	పందికొక్కు
मंडा	పందిరి
पंदिरीहिडू	పందిరి కింద
पंदिकोक	పందీ కొక్కు
पद्दीना मंदा	పందుల మంద
पंदोंम्मिदि	పందొంమ్మీది
लोहुडु	పంపుము
पल्‍कु	పంల్లు,దంతాలు
पज्‍जो	ప్రక్కకు
मंदि	ప్రజలు
एड़ादिक उंदिमल्‍का	ప్రతి సంవత్సరము
पाटडि	ప్రధాన్ (కులంపేరు)
जगमंता	ప్రపంచమంత
दुनिया	ప్రపంచము
जगम	ప్రపంచం
कोसिस कियमड़	ప్రయత్నము చేయుట
आवसु	ప్రాణం
पंगा आयमड़	ప్రాథకాలము
सुरुव कियमड़	ప్రారంబించు
जीवा कीयमड	ప్రెమ
बुज्‍जि	ప్రెమతొ పిలిచె ఒ పేరూ
लाड	ప్రేమ
लाड-कियमड़	ప్రేమ చూపడం
पोड्‍द पेय्‍सना वॆला	ప్రొద్దు వెల్లె సమయము
हक्‍केरे	ప్రొద్దున
हक्‍केरेन	ప్రొద్దునే
प्‍लटिनम	ప్లటినం
पाका	పాక
पाटा	పాట
पाटुंक तरमड़	పాటు (2వ పెండ్లి)
इस्‍कुल	పాఠశాల
पारुडु	పాడుట
पडनद	పాతది
पत्ता गोबी	పాన్ గోబే
पाप	పాపము
तरास	పాము
तरास सोर्रे	పాము ఉండె స్థలము
तरास मेंजू	పాము గుడ్డు
पासेम	పాయసెము
पारा	పారా
पोचमड़	పారెయడము
पाल्की	పాలఖీ
पाला पिट्टे	పాలపిట్ట
पाल्‍कू पंचुमड़	పాల్లు పంచడము
पाल	పాలు
पाल पिंडमड़	పాలు తియ్యడము
जिड्डु	పాలు వాసన
तूस	పాలుకు
जिड्डु-जिड्डु	పాలులాంటి వసన
पावरेम(उंदि पिट्टे)	పావురము
हव्‍वुडु	పాసిపోవడము
पर्सा काया	పాసెం కాయ
पिस्‍सा	పిచ్చితనము
पिस्‍सल(पिस्‍सा मनकल)	పిచ్చివాడు
कोडका पिट्टे	పిచ్చుక
कोड़का पिट्टे मेंजू	పిచ్చుక గుడ్డు
कत्‍पु	పిట్టల గుంపు
गोमेरा(हडपी)	పిడక
पिडकिलि	పిడికిలి
पिडकी मेड	పిడికెడంత
पिडगु	పిడుగు
सिन्नी	పిన్ని
पिर्रा	పిర్ర
पिरेम	పిరెము
पोराल	పిలగాడు
वेर्कड	పిల్లి
पिल्‍ली गड्डेम	పిల్లి గడ్డెమ్
केयमड़	పిలుపు
पिस्‍सल(पिस्‍सा मनकल)	పిసొడు
पिंडि	పిండి
पिस्कमड	పిండి కల్పుట
पिंडि मुद्दा	పిండి ముద్ద
पीकुड़	పీకుడము
कुत्तूल	పీట
पुकेम	పుక్యము
पुत्ती	పుట్ట
पुट्टु मच्‍चा	పుట్టు మచ్చ
पुटकेल्‍क	పుట్టెంటికలు
पुटनाल्‍कु	పుట్నలు
पुट्कु	పుటుక
पुनादी	పునాదీ
पुनादि बंडा	పునాదీ రాయ
पुर्रु	పుర్రు
पुड़ि	పురుగు
पुड़कुना मंदा	పురుగుల మంద
पुड़कु	పురుగులు
पुरडी	పురుడు
कॊला	పుల్ల
पुल्‍ला	పుల్లా
बुर्कल	పులి
बुर्कल सोर्रे	పులి గుహం
पुल्‍लगा	పులుపు
पुल्‍लां-पुल्‍लां गब्‍बु	పులుపు వసన రావడము
हित्ता पुलसु	పులుసు
पूता	పువ్వులు
पुसेला	పుష్యం
पुस्तकम	పుస్తకం
पुन्‍क आयुडु	పుండ్లు కావడము
पुन	పుండు
पक्‍कु	పుండు పైన ఎండిన తోలు.
पूडे	పూకు
पूजे	పూజ
जार सेंबु	పూజ ముంత
देवारी	పూజారి
बोत्तिगा	పూర్తిగ
तोल्ले-जमानाते	పూర్వము
तोल्‍लो	పూర్వం
तादो बाबल	పూర్వీకులు
ऊत पिट्टे	పూరేడుపిట్ట
पूता गोबी	పూల గోబే
पुङह्‍कुन दुम्मे	పూలదండ
पूसा	పూస
पूसि मरा	పూస్కు చెట్టు
पूयुडु	పూస్తుంది
पेग्‍गेरी	పెగ్గెరి
दोसमड़	పెట్టడము
तासमड	పెట్టుకోవడము
पेट्रोल	పెట్రొల్
पेदवि	పెదవి
पेद्दा पीटद	పెద్ద కడుపు ఆమె
पेद्दा टोकेरा	పెద్ద గంప్ప
पेद्दा नोंडे	పెద్ద త్రాడు
तॆने तेट्टे	పెద్ద తేన
पेपि	పెద్ద నాన్న
पेद्दा बंडा	పెద్ద రాయ
पेद्दा	పెద్దది
पेद्दि	పెద్దమ్మ
पेद्दोड	పెద్దవారు
कंचुड	పెనము
सिस पेंसिल	పెన్‌సిల్
बेर्समड़	పెరగడము
वेटेड	పెరడు
पेरगु	పెరుగు
पेसेल	పెసలు
पेंका	పెంకటిల్లు
पोस कियमड़	పెంచడము
लग्निंग	పెండ్లి
नोव्रि-नोव्राल	పెండ్లి కూతురు
नोव्रि-नोव्राल	పెండ్లి కొడుకు
नोव्रि	పెండ్లికూతురు
नोव्राल	పెండ్లికొడుకు
मरमीं	పెండ్లిలు
पोस कियमड़	పెంపకం
पुर्कि	పెంలు
पॆगु	పేగు
पेग दोहमड़	పేగు కట్టడము
हडपी	పేడ
हडपी कुप्‍पा	పేడ కుప్ప
हडपी तट्टा	పేడతీసె గంప
पोरोल	పేరు
पिरकीं	పేలాలు
कप्‍पिड़ पॆगू	పేలుక
पोरोटाल	పై నుండి
बयर लोन	పైకప్పులేని ఇల్లు
पोर्रो	పైన
पैपू	పైపు
कोत्तां	పైసలు
पोक्‍का	పొక్క
पोया	పొగ
पोया	పొగ త్రగుట
पोग्‍गो आकी	పొగాకు ఆకు
पोग्‍गो तिन्‍मड़	పొగాకు తినడము
अव्वतल्‍ली	పొచమ్మ తల్లి
पीटे मंता	పొట్టతో ఉన్నది
पोट्टिगा	పొట్టి
पोटॅशियम	పొట్యశియం
पौडम	పొడం
सातराम(वेसुडी)	పొడుపు కథ
पोडगु	పొడువు
पोत्ती पीर	పొత్తి కడుపు
पोदा	పొదా
तप्‌	పొరబాటు
पोलम	పొలము
पूर्णम	పొల్లెల్
पॊगुल्‍क	పోగులు
आकि-पेन	పోచమ్మ
पोसम्मल	పోచమ్మ దేవత
पोङमड़	పోంగడము
पिरयादि	ఫిర్యాదు
बकगा	బక్కగ
कप्‍पिड	బట్ట
बोड़कल	బట్టతలగల
कपडीं हुकमड़	బట్టల్ ఉత్కడము
कपडीं हुक्‍कना बंडा	బట్టల్ ఉత్కె బండ
कपडीं तासमड़	బట్టల్ పెట్టడము
कुडुह्मड़	బట్టల్ వొదలడము
बटाइक हियमड़	బటాఇకు ఇవటము
वट्नाल्‍क	బటాని
इस्‍कुल	బడి
पलते अरमड़	బయట పడుట
पलते	బయిట
बर्प	బర్ఫ
बर्रां	బర్రాలు
बर्रे	బర్రె
बर्रे पाल निय्यु	బర్రె పాలు నూనె
दुड्डे	బర్రెబొక్కు
बर्रेना मंदा	బర్రెల మంద
गोड्‍क-गोदाल्‍क	బర్రెలు
बर्रेना बोयुडु	బర్రెలు మెపేవాడు
लग्‍गु	బలము
ताकत हिल्‍वोड(केदनायवोड)	బలహీనత కలగినవాడు
बल्‍के	బల్కె చేప
टेबल	బల్ల
कुदूर डोक्के	బల్లి
बल्‍ली	బల్లీ
बल्‍ली गुड्डु	బల్లీ గుడ్డు
गोर्का	బల్లెము
जड़ता पीयना पोतु	బలి ఇచ్చె జంతువు
पट्टु	బలిపీఠం
मिद्दे	బంగ్లా
बंगारम	బంగారము
बंगारि पूसां	బంగారు గుండ్లు
बंजर बूमी	బంజర భూమీ
लंबाडोड़(म.)	బంజార మనిషి
पर्पु बंडा	బండ
बिल्ला	బండీ, బిల్ల
सेंडि	బంతి
बंती पूता	బంతి పువ్వులు
जीवातोर	బంధువులు
पिस्वर पिस्मड़	బ్రతకడము
पिसमड़	బ్రతికి ఉండుట
पिस्‌ता	బ్రతికింది
पिस्वर	బ్రతుకు
बॆस्‍तारम	బ్రహస్పతివారము
बम्डाल	బ్రహ్మనుడు
बमडाल	బ్రామ్హణగారూ
हर्रि पिसि ताकमड़	బాటసారి
बाळ्‍से	బాడీశ
बानम पुल्‍ला	బాణము
उंडिला	బాణం
पिकिर	బాధ
नानाल	బాబాయ
काकाल	బాబాయ్
बरली	బార్లీ
